,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
2064,Brandon Soppy,fr FRA,DF,Atalanta,it Serie A,20-281,2002,5.8,0,5,1,20.0,0.86,0.17,0.00,0.00,21.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,28f66c2e
2065,David Soria,es ESP,GK,Getafe,es La Liga,29-239,1993,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8f8c6934
2066,Roberto Soriano,it ITA,MFFW,Bologna,it Serie A,31-294,1991,7.1,0,6,1,16.7,0.85,0.14,0.00,0.00,16.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,9d4c45d6
2067,Borna Sosa,hr CRO,DFMF,Stuttgart,de Bundesliga,24-312,1998,9.7,0,8,3,37.5,0.82,0.31,0.00,0.00,19.9,2,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,af0d79a9
2068,Joaquin Sosa,uy URU,DF,Bologna,it Serie A,20-323,2002,1.8,0,1,0,0.0,0.56,0.00,0.00,,40.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,50841bef
2069,Florian Sotoca,fr FRA,MFFW,Lens,fr Ligue 1,32-035,1990,13.7,6,39,15,38.5,2.84,1.09,0.13,0.33,15.8,0,1,3,6.2,3.9,0.10,-0.2,+1.1,Matches,7a42d0df
2070,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,23-179,1999,4.8,0,12,7,58.3,2.50,1.46,0.00,0.00,20.1,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,94816803
2071,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,27-275,1995,14.5,1,17,6,35.3,1.17,0.41,0.06,0.17,11.0,0,0,0,2.5,2.5,0.15,-1.5,-1.5,Matches,6613c819
2072,Matìas Soulé,ar ARG,MFFW,Juventus,it Serie A,19-228,2003,1.3,0,1,0,0.0,0.75,0.00,0.00,,15.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,c13ddd3e
2073,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,30-164,1992,8.7,0,2,1,50.0,0.23,0.12,0.00,0.00,8.8,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches,7b075c75
2074,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,23-275,1999,7.4,0,1,0,0.0,0.13,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,ae59b359
2075,Arnaud Souquet,fr FRA,DFFW,Montpellier,fr Ligue 1,30-290,1992,3.8,0,1,0,0.0,0.26,0.00,0.00,,20.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,4e0afc5d
2076,Dyego Sousa,pt POR,FW,Almería,es La Liga,33-076,1989,3.4,0,8,2,25.0,2.35,0.59,0.00,0.00,14.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,e4738e91
2077,Vinicius Souza,br BRA,MF,Espanyol,es La Liga,23-165,1999,13.2,0,4,1,25.0,0.30,0.08,0.00,0.00,27.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,6a8a7af8
2078,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,25-296,1997,13.0,2,10,4,40.0,0.77,0.31,0.20,0.50,28.4,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Matches,4c6facae
2079,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,26-190,1996,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,21166ff4
2080,Kevin Spadanuda,ch SUI,MFFW,Ajaccio,fr Ligue 1,25-317,1997,5.1,0,3,0,0.0,0.59,0.00,0.00,,16.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,a45a5d95
2081,Djed Spence,eng ENG,DFMF,Tottenham,eng Premier League,22-112,2000,0.0,0,1,0,0.0,22.50,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,9bc9a519
2082,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,26-262,1996,15.0,2,14,2,14.3,0.93,0.13,0.14,1.00,21.2,0,0,0,1.2,1.2,0.09,+0.8,+0.8,Matches,a08985b8
2083,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,29-249,1993,8.2,0,3,1,33.3,0.37,0.12,0.00,0.00,17.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,3626daea
2084,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,30-203,1992,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ac4003af
2085,Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,26-237,1996,1.5,0,1,0,0.0,0.67,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,558807c0
2086,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,24-014,1998,11.2,1,20,7,35.0,1.78,0.62,0.05,0.14,22.1,2,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches,0f59a7bf
2087,Kostas Stafylidis,gr GRE,MFDF,Bochum,de Bundesliga,28-362,1993,4.1,0,4,0,0.0,0.97,0.00,0.00,,27.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,861e0116
2088,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,26-021,1996,6.2,0,4,1,25.0,0.64,0.16,0.00,0.00,11.4,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches,1fffae99
2089,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,22-241,2000,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7ed08d5c
2090,Junior Stanislas,eng ENG,MF,Bournemouth,eng Premier League,33-003,1989,0.7,0,1,0,0.0,1.48,0.00,0.00,,24.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,6992791d
2091,Jay Stansfield,eng ENG,FW,Fulham,eng Premier League,20-005,2002,1.0,0,2,0,0.0,2.07,0.00,0.00,,13.9,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches,b2626673
2092,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,27-229,1995,7.2,0,2,1,50.0,0.28,0.14,0.00,0.00,13.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,aad48be9
2093,Calvin Stengs,nl NED,FW,Nice,fr Ligue 1,23-346,1998,2.4,0,3,1,33.3,1.27,0.42,0.00,0.00,20.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,8f7e6783
2094,Pascal Stenzel,de GER,DFMF,Stuttgart,de Bundesliga,26-254,1996,2.5,0,2,0,0.0,0.79,0.00,0.00,,17.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,99f7e9aa
2095,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,28-306,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6adbc307
2096,Jack Stephens,eng ENG,DF,Bournemouth,eng Premier League,28-306,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6adbc307
2097,Raheem Sterling,eng ENG,FWMF,Chelsea,eng Premier League,27-356,1994,10.6,3,18,7,38.9,1.71,0.66,0.17,0.43,12.7,0,0,0,3.0,3.0,0.17,0.0,0.0,Matches,b400bde0
2098,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,21-239,2001,2.7,0,2,1,50.0,0.75,0.37,0.00,0.00,25.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,3b1ed320
2099,Lars Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,34-095,1988,7.6,1,13,6,46.2,1.72,0.79,0.08,0.17,21.7,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches,7cd6badb
2100,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,29-094,1993,13.4,1,20,2,10.0,1.50,0.15,0.05,0.50,25.9,2,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches,e5649a78
2101,Petar Stojanović,si SVN,DF,Empoli,it Serie A,27-053,1995,10.5,0,5,1,20.0,0.48,0.10,0.00,0.00,23.9,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,13b44b02
2102,John Stones,eng ENG,DF,Manchester City,eng Premier League,28-185,1994,8.1,0,5,1,20.0,0.62,0.12,0.00,0.00,13.6,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,5eecec3d
2103,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,22-296,2000,7.7,0,16,3,18.8,2.09,0.39,0.00,0.00,13.0,0,0,0,1.9,1.9,0.12,-1.9,-1.9,Matches,f553b2b3
2104,Gabriel Strefezza,br BRA,FWMF,Lecce,it Serie A,25-225,1997,9.9,4,18,7,38.9,1.82,0.71,0.17,0.43,20.9,1,1,1,1.8,1.0,0.06,+2.2,+2.0,Matches,674cfc5a
2105,Dávid Strelec,sk SVK,FW,Spezia,it Serie A,21-239,2001,1.9,0,3,1,33.3,1.60,0.53,0.00,0.00,11.2,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches,2cb9486d
2106,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,23-110,1999,12.9,1,10,4,40.0,0.77,0.31,0.10,0.25,13.5,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches,f4d296e4
2107,Cristhian Stuani,uy URU,FW,Girona,es La Liga,36-048,1986,4.7,4,9,4,44.4,1.93,0.86,0.11,0.25,15.3,0,3,4,4.8,1.7,0.18,-0.8,-0.7,Matches,220c11f1
2108,Damián Suárez,uy URU,DF,Getafe,es La Liga,34-216,1988,6.1,1,2,1,50.0,0.33,0.16,0.50,1.00,18.8,0,0,0,0.3,0.3,0.16,+0.7,+0.7,Matches,ba5004e1
2109,Mario Suárez,es ESP,DFMF,Rayo Vallecano,es La Liga,35-278,1987,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7106f0a0
2110,Isaac Success,ng NGA,FW,Udinese,it Serie A,26-326,1996,8.4,0,11,0,0.0,1.30,0.00,0.00,,17.5,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,f573a8bf
2111,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,27-087,1995,8.7,1,11,3,27.3,1.26,0.34,0.09,0.33,15.3,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches,e33c06cf
2112,Ibrahim Sulemana,gh GHA,MF,Hellas Verona,it Serie A,19-191,2003,1.6,0,6,2,33.3,3.75,1.25,0.00,0.00,25.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,230c3f3a
2113,Kamaldeen Sulemana,gh GHA,FWMF,Rennes,fr Ligue 1,20-287,2002,2.9,1,9,2,22.2,3.08,0.68,0.11,0.50,17.7,0,0,0,1.1,1.1,0.12,-0.1,-0.1,Matches,a62f8bf1
2114,Crysencio Summerville,nl NED,FWMF,Leeds United,eng Premier League,21-030,2001,5.3,4,11,5,45.5,2.09,0.95,0.36,0.80,14.6,0,0,0,1.5,1.5,0.14,+2.5,+2.5,Matches,df04eb4b
2115,Ivan Šunjić,hr CRO,MF,Hertha BSC,de Bundesliga,26-051,1996,9.4,0,6,3,50.0,0.64,0.32,0.00,0.00,16.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches,e18098de
2116,Sam Surridge,eng ENG,FW,Nott'ham Forest,eng Premier League,24-124,1998,1.5,0,3,0,0.0,1.99,0.00,0.00,,12.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,b017b770
2117,Suso,es ESP,FWMF,Sevilla,es La Liga,29-010,1993,1.0,0,4,1,25.0,4.09,1.02,0.00,0.00,26.1,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,4e219ad2
2118,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,23-328,1999,7.0,0,4,2,50.0,0.57,0.29,0.00,0.00,15.6,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches,92d83c27
2119,Williot Swedberg,se SWE,MF,Celta Vigo,es La Liga,18-301,2004,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,184fe4b2
2120,Issiaga Sylla,gn GUI,DF,Toulouse,fr Ligue 1,28-332,1994,11.7,0,6,2,33.3,0.51,0.17,0.00,0.00,16.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,b99bec05
2121,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,32-225,1990,8.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,01b8a2b2
2122,Dominik Szoboszlai,hu HUN,MFFW,RB Leipzig,de Bundesliga,22-035,2000,10.5,1,18,11,61.1,1.71,1.05,0.06,0.09,22.0,2,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches,934e1968
2123,Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,26-359,1995,9.1,4,24,13,54.2,2.63,1.43,0.17,0.31,12.3,0,0,0,4.3,4.3,0.18,-0.3,-0.3,Matches,e92cd3f7
2124,Alexander Sørloth,no NOR,FW,RB Leipzig,de Bundesliga,26-359,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e92cd3f7
2125,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,30-090,1992,14.7,1,10,3,30.0,0.68,0.20,0.10,0.33,15.1,0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches,f0661424
2126,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,26-291,1996,13.6,1,6,2,33.3,0.44,0.15,0.17,0.50,8.1,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches,bd142efb
2127,Benjamin Tahirovic,se SWE,MF,Roma,it Serie A,19-271,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,eb3022c3
2128,Waniss Taibi,fr FRA,MF,Angers,fr Ligue 1,20-267,2002,1.5,0,1,0,0.0,0.66,0.00,0.00,,6.5,0,0,0,0.3,0.3,0.31,-0.3,-0.3,Matches,95192fe4
2129,Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,29-300,1993,11.6,1,17,5,29.4,1.47,0.43,0.06,0.20,19.9,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches,a0f9b535
2130,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,24-187,1998,15.0,0,3,1,33.3,0.20,0.07,0.00,0.00,12.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,a4a44eb0
2131,Adrien Tameze,cm CMR,MFDF,Hellas Verona,it Serie A,28-298,1994,11.8,0,6,1,16.7,0.51,0.08,0.00,0.00,17.3,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches,8da74c05
2132,Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,27-124,1995,7.1,0,2,1,50.0,0.28,0.14,0.00,0.00,25.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,34269bdf
2133,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,23-300,1999,14.6,0,5,0,0.0,0.34,0.00,0.00,,17.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,a73c8f95
2134,Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,30-221,1992,9.7,3,8,1,12.5,0.82,0.10,0.00,0.00,30.2,1,3,3,2.8,0.5,0.06,+0.2,-0.5,Matches,ed39121c
2135,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,27-072,1995,4.7,0,1,0,0.0,0.21,0.00,0.00,,25.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,e514ab62
2136,James Tarkowski,eng ENG,DF,Everton,eng Premier League,30-010,1992,15.0,0,10,5,50.0,0.67,0.33,0.00,0.00,9.9,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches,15ea812b
2137,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,36-293,1986,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b056e3da
2138,Niklas Tauer,de GER,DFMF,Mainz 05,de Bundesliga,21-285,2001,1.0,0,1,0,0.0,0.97,0.00,0.00,,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,27270af4
2139,Nuno Tavares,pt POR,DF,Marseille,fr Ligue 1,22-307,2000,12.2,3,28,8,28.6,2.29,0.65,0.11,0.38,19.6,0,0,0,2.2,2.2,0.08,+0.8,+0.8,Matches,a65c844b
2140,Marcus Tavernier,eng ENG,MFFW,Bournemouth,eng Premier League,23-252,1999,14.3,2,25,8,32.0,1.75,0.56,0.08,0.25,17.3,2,0,0,1.7,1.7,0.07,+0.3,+0.3,Matches,5c0da4a4
2141,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,20-006,2002,7.7,1,3,1,33.3,0.39,0.13,0.33,1.00,19.5,0,0,0,0.3,0.3,0.10,+0.7,+0.7,Matches,7f783431
2142,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,es La Liga,22-306,2000,10.0,0,14,2,14.3,1.40,0.20,0.00,0.00,21.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,4f255115
2143,Mathys Tel,fr FRA,FW,Bayern Munich,de Bundesliga,17-216,2005,1.9,3,10,5,50.0,5.36,2.68,0.30,0.60,17.2,0,0,0,1.0,1.0,0.10,+2.0,+2.0,Matches,829aa60c
2144,Alex Telles,br BRA,DF,Sevilla,es La Liga,29-349,1992,8.4,0,4,0,0.0,0.48,0.00,0.00,,24.8,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,e73c9bb2
2145,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,30-213,1992,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6f51e382
2146,Simon Terodde,de GER,FW,Schalke 04,de Bundesliga,34-272,1988,11.7,3,26,11,42.3,2.22,0.94,0.12,0.27,13.1,0,0,1,3.8,3.0,0.12,-0.8,0.0,Matches,863ff1ee
2147,Filippo Terracciano,it ITA,DFMF,Hellas Verona,it Serie A,19-294,2003,5.1,0,3,2,66.7,0.59,0.39,0.00,0.00,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,5cbb5ad6
2148,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,32-266,1990,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e1b0a70d
2149,Ramón Terrats,es ESP,MF,Girona,es La Liga,22-042,2000,1.6,0,3,0,0.0,1.91,0.00,0.00,,25.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,f36016a5
2150,Martin Terrier,fr FRA,MFFW,Rennes,fr Ligue 1,25-270,1997,13.3,8,42,23,54.8,3.16,1.73,0.19,0.35,15.1,0,0,0,5.0,5.0,0.12,+3.0,+3.0,Matches,5148dcc5
2151,Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,23-104,1999,2.9,0,2,1,50.0,0.69,0.34,0.00,0.00,25.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,3ef0a2d7
2152,Tetê,br BRA,FWMF,Lyon,fr Ligue 1,22-287,2000,9.7,5,25,9,36.0,2.58,0.93,0.20,0.56,16.1,0,0,0,3.6,3.6,0.14,+1.4,+1.4,Matches,7120a04d
2153,Kenny Tete,nl NED,DF,Fulham,eng Premier League,27-051,1995,7.9,0,3,2,66.7,0.38,0.25,0.00,0.00,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,77d7c96f
2154,Arthur Theate,be BEL,DF,Rennes,fr Ligue 1,22-188,2000,15.0,1,8,3,37.5,0.53,0.20,0.13,0.33,7.3,0,0,0,1.3,1.3,0.16,-0.3,-0.3,Matches,df8d6029
2155,Malick Thiaw,de GER,DF,Milan,it Serie A,21-113,2001,1.4,0,1,1,100.0,0.73,0.73,0.00,0.00,12.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,ff5ea0bf
2156,Malick Thiaw,de GER,DF,Schalke 04,de Bundesliga,21-113,2001,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,8.8,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,ff5ea0bf
2157,Jan Thielmann,de GER,FW,Köln,de Bundesliga,20-187,2002,5.4,1,9,4,44.4,1.66,0.74,0.11,0.25,20.5,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches,fd53759d
2158,Sada Thioub,sn SEN,FWMF,Angers,fr Ligue 1,27-181,1995,4.7,0,3,0,0.0,0.64,0.00,0.00,,15.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,f4bc42b1
2159,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,21-172,2001,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fc027d02
2160,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,28-354,1993,8.4,0,16,5,31.3,1.90,0.59,0.00,0.00,12.3,0,0,0,1.4,1.4,0.09,-1.4,-1.4,Matches,c76b7567
2161,Morten Thorsby,no NOR,MF,Union Berlin,de Bundesliga,26-208,1996,4.8,1,7,2,28.6,1.45,0.42,0.14,0.50,15.0,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches,d1b49282
2162,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,23-261,1999,8.8,1,14,6,42.9,1.59,0.68,0.07,0.17,17.0,0,0,0,1.6,1.6,0.12,-0.6,-0.6,Matches,76ff8d0d
2163,Marcus Thuram,fr FRA,FW,M'Gladbach,de Bundesliga,25-115,1997,15.0,10,56,30,53.6,3.74,2.00,0.18,0.33,13.0,0,0,0,9.4,9.4,0.17,+0.6,+0.6,Matches,6f8cd6d0
2164,Khéphren Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,21-248,2001,10.1,0,6,0,0.0,0.59,0.00,0.00,,20.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,7d9397f8
2165,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,25-206,1997,12.9,3,14,7,50.0,1.08,0.54,0.14,0.29,29.7,0,1,2,2.0,0.4,0.03,+1.0,+1.6,Matches,56f7a928
2166,Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,25-177,1997,3.9,0,5,2,40.0,1.27,0.51,0.00,0.00,25.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,fce2302c
2167,Steffen Tigges,de GER,FW,Köln,de Bundesliga,24-121,1998,8.0,3,12,4,33.3,1.50,0.50,0.25,0.75,8.6,0,0,0,1.7,1.7,0.14,+1.3,+1.3,Matches,6b8887c2
2168,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,22-334,1999,11.9,0,3,1,33.3,0.25,0.08,0.00,0.00,17.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,88f130ed
2169,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,27-102,1995,6.4,0,2,0,0.0,0.31,0.00,0.00,,14.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,a105d46a
2170,Karl Toko Ekambi,cm CMR,FWMF,Lyon,fr Ligue 1,30-076,1992,11.4,4,29,16,55.2,2.54,1.40,0.14,0.25,15.5,0,0,0,3.6,3.6,0.12,+0.4,+0.4,Matches,5ceba7fc
2171,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,28-118,1994,6.0,0,5,2,40.0,0.84,0.33,0.00,0.00,23.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,652d4c37
2172,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,28-113,1994,14.7,0,4,0,0.0,0.27,0.00,0.00,,19.7,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches,a96e5dc0
2173,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,32-050,1990,9.5,1,10,3,30.0,1.05,0.32,0.10,0.33,10.9,0,0,0,1.6,1.6,0.16,-0.6,-0.6,Matches,c56dc39e
2174,Tiago Tomás,pt POR,FWMF,Stuttgart,de Bundesliga,20-166,2002,8.0,2,17,8,47.1,2.12,1.00,0.12,0.25,18.0,0,0,0,1.6,1.6,0.09,+0.4,+0.4,Matches,b492126a
2175,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,24-024,1998,4.6,0,1,0,0.0,0.22,0.00,0.00,,11.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,b3af9be1
2176,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,33-245,1989,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e7ca0439
2177,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,24-345,1997,14.3,1,4,3,75.0,0.28,0.21,0.25,0.33,15.8,0,0,0,0.9,0.9,0.21,+0.1,+0.1,Matches,7edfbb8a
2178,Sandro Tonali,it ITA,MF,Milan,it Serie A,22-205,2000,11.4,1,17,7,41.2,1.49,0.61,0.06,0.14,21.9,3,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches,0db169ae
2179,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,26-258,1996,14.0,10,38,16,42.1,2.71,1.14,0.18,0.44,13.7,4,3,3,8.0,5.7,0.15,+2.0,+1.3,Matches,e09f279b
2180,Pablo Torre,es ESP,FW,Barcelona,es La Liga,19-240,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,04e531b6
2181,Ferrán Torres,es ESP,FWMF,Barcelona,es La Liga,22-273,2000,6.3,2,26,7,26.9,4.11,1.11,0.08,0.29,13.6,0,0,0,3.4,3.4,0.13,-1.4,-1.4,Matches,9e1035f8
2182,Óliver Torres,es ESP,MFFW,Sevilla,es La Liga,28-019,1994,9.4,3,7,3,42.9,0.74,0.32,0.43,1.00,17.6,0,0,0,0.8,0.8,0.11,+2.2,+2.2,Matches,58a9a4d9
2183,Pau Torres,es ESP,DF,Villarreal,es La Liga,25-317,1997,13.0,0,4,0,0.0,0.31,0.00,0.00,,10.2,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches,532e1e4f
2184,Roberto Torres,es ESP,FWMF,Osasuna,es La Liga,33-267,1989,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d733aa38
2185,Lucas Torró,es ESP,MF,Osasuna,es La Liga,28-133,1994,12.5,0,14,2,14.3,1.12,0.16,0.00,0.00,22.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,0e4fef6e
2186,Nabil Touaizi,ma MAR,MF,Espanyol,es La Liga,21-301,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e96b2583
2187,Almamy Touré,ml MLI,DF,Eint Frankfurt,de Bundesliga,26-215,1996,1.8,0,1,0,0.0,0.55,0.00,0.00,,11.9,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,c8c60119
